Using cpu device
---------------------------------
| rollout/           |          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 53            |
|    ep_rew_mean          | -716          |
| time/                   |               |
|    fps                  | 337           |
|    iterations           | 21            |
|    time_elapsed         | 254           |
|    total_timesteps      | 1007616       |
| train/                  |               |
|    approx_kl            | 0.00028077845 |
|    clip_fraction        | 0.000244      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.812         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.18e+03      |
|    n_updates            | 2450          |
|    policy_gradient_loss | -0.00348      |
|    std                  | 0.985         |
|    value_loss           | 1.39e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53           |
|    ep_rew_mean          | -822         |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 22           |
|    time_elapsed         | 266          |
|    total_timesteps      | 1011712      |
| train/                  |              |
|    approx_kl            | 0.0003847099 |
|    clip_fraction        | 2.44e-05     |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.1        |
|    explained_variance   | 0.826        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.79e+03     |
|    n_updates            | 2460         |
|    policy_gradient_loss | -0.00424     |
|    std                  | 0.985        |
|    value_loss           | 1.21e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 52.1          |
|    ep_rew_mean          | -786          |
| time/                   |               |
|    fps                  | 337           |
|    iterations           | 23            |
|    time_elapsed         | 279           |
|    total_timesteps      | 1015808       |
| train/                  |               |
|    approx_kl            | 0.00040285592 |
|    clip_fraction        | 0.000122      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.788         |
|    learning_rate        | 0.0003        |
|    loss                 | 4.58e+03      |
|    n_updates            | 2470          |
|    policy_gradient_loss | -0.00421      |
|    std                  | 0.985         |
|    value_loss           | 1.43e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.7         |
|    ep_rew_mean          | -738         |
| time/                   |              |
|    fps                  | 337          |
|    iterations           | 24           |
